age,gender,purchase_amount,tenure,churn
32,Male,1514414.8,70,0
39,Male,1649500.56,95,0
38,Male,1304012.43,21,1
37,Female,1943410.19,104,0
39,Female,1746633.34,65,0
18,Male,1502226.35,81,0
19,Female,942604.38,13,1
48,Female,1870151.13,85,0
26,Male,1524547.12,41,0
24,Female,1506788.33,52,1
19,Female,1727213.33,70,0
53,Male,1830403.07,31,0
46,Female,1332899.83,23,1
21,Female,1393683.82,78,0
20,Male,1601892.96,21,0
66,Female,1550541.7,88,0
49,Male,1022151.04,91,1
43,Male,1392553.52,107,0
48,Female,1496884.93,69,0
50,Female,1722375.5,85,0
21,Female,1449598.15,6,1
18,Male,1653847.58,80,0
47,Female,1355469.3,51,1
56,Female,1621073.05,18,0
30,Male,1323100.72,17,1
36,Male,1421177.36,77,1
40,Female,1510715.97,75,0
31,Female,1742140.1,25,0
28,Male,1419406.7,16,1
69,Female,1500499.32,62,0
52,Female,1266079.9,109,1
59,Female,1646317.42,8,0
31,Female,1575515.31,111,0
29,Female,1384547.29,16,1
23,Female,1557069.24,79,0
63,Female,1260886.67,64,1
62,Female,1245931.04,74,1
50,Male,1870454.39,40,0
60,Male,1639064.2,112,0
63,Male,1731694.27,53,0
62,Male,1169596.97,58,1
42,Female,1481732.65,69,0
34,Male,1104871.53,54,1
34,Female,1418085.31,94,0
54,Female,1322490.32,14,0
56,Female,1232429.25,73,0
42,Female,1742717.69,107,0
48,Female,1591180.21,22,1
46,Female,1648121.32,107,0
31,Female,1808101.68,75,0
64,Female,1529621.21,52,0
69,Male,1508592.88,73,0
58,Male,1605896.54,46,0
60,Female,1449220.92,114,0
32,Female,1597282.37,27,1
54,Male,1832590.33,11,0
27,Female,1659157.18,9,0
35,Female,1231116.55,7,1
62,Male,1325497.91,113,0
68,Female,1730057.16,51,0
22,Female,1530491.7,49,0
19,Female,1521254.33,22,1
52,Male,1395934.55,27,0
61,Male,1244913.61,7,0
62,Female,1313334.8,113,0
65,Male,1450069.08,43,0
21,Female,1636300.74,3,0
53,Male,1158290.87,118,0
41,Male,1359133.38,118,0
54,Female,1320593.16,84,0
65,Female,1663755.37,22,0
32,Male,1462936.73,70,0
45,Male,1504442.59,25,0
53,Female,1412324.54,45,0
44,Female,1580508.61,90,0
42,Male,1850057.16,37,0
31,Female,1340581.6,19,1
32,Male,1811036.49,43,0
57,Male,1435594.88,103,0
64,Female,1302512.73,24,1
41,Male,1294490.28,82,0
19,Female,1536221.38,98,0
62,Male,1516947.36,43,0
27,Female,1303765.14,52,1
38,Female,1629462.32,76,0
43,Female,1699685.98,29,0
68,Male,1809904.39,72,0
29,Male,1765806.97,118,0
42,Female,1688539.32,22,0
32,Female,1114011.66,13,1
26,Male,1420059.43,1,0
63,Female,1748132.41,92,0
42,Female,1059995.81,76,1
46,Female,1582368.54,42,0
52,Female,1336579.42,1,1
38,Male,1549343.3,2,0
53,Female,1515194.68,78,0
24,Female,1740070.99,108,1
59,Male,1625336.71,15,0
34,Male,1604714.58,94,0
34,Female,1522131.93,110,0
18,Male,1251445.26,26,1
64,Female,1370418.11,27,1
55,Male,1461426.83,107,1
40,Female,1590278.77,77,0
48,Male,1377593.25,22,0
42,Male,1555084.61,65,1
26,Female,1796699.84,86,0
19,Male,1695967.84,87,0
24,Male,1414935.17,4,1
27,Female,1443074.56,104,0
28,Male,1514839.32,14,0
38,Female,1491611.31,31,0
47,Male,1477467.41,22,0
31,Male,1470672.66,83,0
47,Female,1382913.56,9,0
60,Female,1224242.45,55,0
28,Female,1522703.54,99,0
49,Male,1483307.68,43,0
43,Female,1282852.55,115,0
56,Male,1088156.55,16,1
64,Male,1544932.55,69,0
43,Male,1977323.78,93,0
51,Female,1258625.46,75,1
19,Female,1668207.66,101,0
57,Male,1409715.62,80,0
45,Male,1521999.1,31,0
48,Male,1537800.37,118,0
48,Female,1137783.06,58,1
20,Male,1187552.72,14,1
64,Male,1990149.37,18,0
52,Male,1029730.45,27,0
67,Male,1411581.81,39,0
23,Male,1567798.56,65,0
28,Male,1711699.25,14,0
63,Male,1735413.15,74,0
50,Male,1553416.06,98,0
68,Female,1183433.25,71,0
36,Male,1528533.32,37,0
54,Female,1337511.16,28,1
32,Female,1684934.32,95,0
59,Male,1661047.65,53,0
63,Male,1314089.26,48,0
43,Female,1511929.57,22,1
57,Female,1445137.97,119,0
69,Female,1644765.32,104,0
55,Female,1649752.42,108,0
55,Female,1169166.73,13,1
64,Male,1785516.59,66,0
55,Male,1250165.59,112,0
27,Female,1834157.84,73,0
55,Male,1254274.92,62,0
21,Male,1660367.2,47,1
28,Male,1677256.18,55,0
59,Female,1613218.9,70,0
27,Male,1568481.24,23,0
46,Female,1537601.03,32,1
28,Male,1321271.43,33,1
43,Male,1624716.71,103,0
47,Male,1723521.15,84,0
55,Female,1483000.65,113,0
20,Male,1487625.78,54,0
51,Male,1289560.44,58,0
44,Male,1569074.15,76,0
22,Female,1078875.98,48,1
31,Female,1639941.34,116,0
40,Female,1441280.54,107,0
59,Male,1346547.2,49,1
19,Female,1650985.64,72,0
19,Female,1355815.97,45,1
62,Male,1362005.85,76,0
19,Female,1150737.47,4,1
44,Female,1195392.26,34,1
39,Female,1257159.83,102,1
30,Female,1495694.63,111,0
30,Male,1838691.81,78,0
36,Female,1327902.74,46,1
48,Male,1650788.84,81,0
26,Male,1236368.8,101,0
29,Male,1313657.15,84,1
64,Female,1431663.14,110,0
42,Female,1372636.9,2,1
34,Male,1538250.9,6,0
69,Male,1423533.76,12,0
49,Female,1112239.31,82,1
56,Female,1305977.07,2,1
41,Male,1245611.21,95,0
27,Female,2007700.94,81,0
48,Female,1377489.08,54,0
56,Female,1590022.38,54,0
26,Female,1562912.21,35,0
50,Female,1271390.68,24,0
30,Female,1819493.3,116,0
67,Male,1597404.91,52,0
23,Female,1129630.34,23,1
43,Female,1546021.95,80,0
23,Female,1462677.6,47,0
36,Male,1668515.04,40,0
37,Female,1874135.16,33,0
27,Male,1928797.89,108,0
30,Male,1497093.88,3,0
37,Female,1346584.11,1,1
63,Male,1513148.37,92,0
42,Male,1611431.55,52,0
36,Male,1168450.1,54,1
33,Male,1142202.38,67,1
30,Female,1611046.53,10,0
42,Female,1105624.54,119,1
28,Male,1605323.93,93,0
61,Female,1488670.28,43,0
24,Female,1329756.0,34,0
66,Male,1396629.96,79,0
18,Male,1627330.69,27,0
19,Male,1305349.76,34,0
69,Male,1521190.8,58,1
31,Male,1418454.86,53,0
61,Male,1253067.98,26,1
54,Male,1490396.64,54,0
60,Male,1349624.09,10,1
47,Female,1376601.61,91,0
34,Female,1636798.55,27,0
69,Female,1623081.79,73,0
53,Female,1406585.01,2,1
32,Female,1593975.81,76,0
43,Female,1766823.93,24,0
63,Female,1692392.95,25,0
64,Male,1338236.49,51,0
57,Male,1620220.04,66,0
22,Female,1686471.71,27,0
36,Female,1428461.31,10,1
32,Female,1575154.17,83,0
60,Male,1573874.56,102,0
56,Female,1602984.0,61,0
69,Female,1692367.38,109,0
32,Male,1771253.95,30,0
47,Female,1554602.43,63,0
24,Female,1259189.75,16,1
50,Female,1837105.11,109,1
37,Male,1462511.33,27,0
42,Female,1545371.23,33,0
58,Female,1859084.93,55,0
50,Male,1359579.79,34,1
32,Female,1617182.17,24,0
46,Male,1254640.3,91,0
21,Female,1558654.8,43,1
29,Female,1287910.59,26,1
58,Male,1284868.62,3,1
68,Female,1667793.9,21,0
21,Male,1075644.4,105,1
59,Female,1637859.67,93,0
46,Male,1445975.78,3,0
29,Female,1481468.97,2,1
63,Female,1359399.75,93,0
51,Female,1781498.32,86,0
26,Female,1558721.41,95,0
37,Female,1768751.77,70,0
60,Male,1473294.39,18,0
52,Female,1440245.1,66,0
46,Male,1708727.82,11,0
40,Female,1812730.45,60,0
61,Male,1389047.89,13,1
23,Female,1269656.72,9,1
26,Male,1549821.23,36,0
43,Male,1263294.28,17,1
59,Female,1613959.91,117,0
40,Male,1426257.96,28,1
69,Male,1735290.59,104,0
58,Male,1501365.45,7,0
32,Female,1117816.24,16,1
68,Female,1841676.19,106,0
26,Male,1364043.83,82,0
45,Male,1303605.26,81,0
59,Female,1338276.77,89,0
54,Female,1548206.37,104,0
64,Female,1425407.55,115,0
18,Female,1495330.97,95,0
66,Female,1107717.79,89,0
69,Male,1403018.5,8,1
33,Male,1297742.99,109,0
68,Male,1477502.65,99,0
56,Female,1532854.92,18,1
56,Female,1530126.45,10,1
62,Female,1454415.95,94,0
28,Female,1432991.06,26,1
29,Female,1536975.98,16,1
58,Male,1471975.31,78,0
24,Female,1184241.7,109,1
38,Male,1444941.36,85,0
50,Female,1403225.11,92,0
35,Female,1660865.27,69,0
42,Male,1466089.33,12,0
66,Male,1503682.06,106,0
36,Male,1061175.91,114,0
22,Male,1717935.57,3,0
19,Female,1528363.06,113,0
65,Female,1524896.93,96,0
42,Female,1195152.8,29,1
29,Male,1556801.86,83,0
51,Female,1663845.21,24,0
56,Female,1737634.3,95,0
33,Female,1762106.45,76,0
30,Female,1443697.01,99,0
60,Male,1355723.19,18,0
44,Male,1218208.66,15,1
22,Male,1323689.61,19,1
51,Male,1436191.8,70,0
59,Female,1846611.29,15,1
30,Female,1435236.84,103,0
23,Female,1502817.61,100,0
49,Male,1726964.84,96,0
52,Male,1636761.26,101,0
67,Male,1577652.27,68,0
29,Female,1376547.65,111,0
48,Male,1693615.7,93,0
25,Female,1385856.26,103,0
25,Male,1239004.86,21,1
37,Female,1154588.55,102,0
39,Male,1498829.54,62,0
49,Male,1279704.72,13,0
65,Male,1382219.96,110,0
27,Female,1219879.13,29,1
19,Female,1479188.99,100,0
46,Male,1275169.6,34,0
22,Male,1297158.94,15,1
23,Female,1425057.3,81,0
26,Female,1531432.98,79,0
60,Female,1548771.3,90,0
56,Male,1566332.52,47,0
22,Female,1704267.02,86,0
43,Female,1141436.37,110,1
48,Female,1136060.6,67,1
43,Female,1420638.66,84,0
49,Female,1845539.05,62,1
27,Male,1621869.63,77,0
29,Male,1456589.47,18,0
55,Female,1453911.69,59,1
20,Male,1341097.56,96,0
49,Female,1807093.97,47,0
66,Female,1435548.5,55,0
59,Female,1543529.9,82,0
20,Female,1198594.98,8,1
56,Male,1395134.13,53,0
24,Female,1425270.16,34,1
67,Female,1576117.27,56,0
23,Male,1458333.44,111,0
52,Male,1536785.94,6,1
43,Female,1450917.52,67,0
65,Female,1593782.59,103,0
59,Male,1399728.72,106,0
52,Male,1447882.51,110,0
18,Female,1441042.36,99,1
27,Male,1552793.3,80,0
56,Female,1480975.24,61,0
58,Female,1286903.43,102,0
35,Female,1551896.16,25,0
51,Male,1297689.37,75,0
60,Female,1360159.59,74,0
37,Female,1576190.08,93,0
45,Male,1345564.13,103,0
57,Male,1390320.45,53,0
63,Male,1328809.34,12,1
40,Female,1475018.36,71,0
46,Female,1236206.94,84,0
39,Male,1572427.07,92,0
28,Male,1787460.73,26,0
42,Female,1408088.22,21,1
57,Female,1567163.09,20,0
49,Male,1619423.52,5,0
57,Male,2054514.27,97,0
58,Female,1422907.2,16,0
22,Female,1586524.87,83,0
30,Male,905535.8,39,1
24,Male,1421477.87,78,1
68,Female,1334300.64,114,0
36,Female,1506098.53,118,0
26,Female,1589850.13,67,0
32,Female,1548945.9,103,1
56,Female,1853753.22,91,0
46,Female,1498102.77,114,0
55,Male,1608059.24,49,0
43,Male,1565780.35,95,0
26,Male,1507898.84,56,0
22,Female,1083425.51,91,1
21,Male,1700981.15,14,0
48,Female,1414437.28,65,0
56,Male,1527515.9,56,0
35,Female,1632342.46,18,0
36,Female,1256385.25,80,1
42,Female,1514899.61,64,1
28,Male,1486823.18,66,0
40,Female,1394021.22,24,1
54,Female,1456948.61,102,0
60,Male,1493911.63,16,0
60,Female,1687752.93,70,0
22,Female,1518967.4,8,0
31,Male,1818545.4,98,0
21,Female,1361540.31,62,1
43,Female,1191444.89,88,1
53,Male,1178939.91,116,0
31,Female,1849922.18,13,0
66,Male,1596134.87,17,0
64,Male,1331507.01,63,0
66,Male,1735667.82,43,0
26,Female,1646822.39,114,0
48,Male,1632017.56,73,0
18,Male,1156334.05,48,1
54,Female,1383776.51,98,1
34,Male,1283814.67,77,0
35,Male,1449257.32,83,0
61,Male,1191882.33,77,0
56,Female,1606020.13,54,0
68,Male,1585062.48,99,0
23,Male,1535057.25,82,0
66,Male,1581340.34,16,0
40,Female,1666111.28,96,0
23,Male,1854111.29,31,0
41,Female,1318984.09,77,1
18,Male,1551803.56,81,0
54,Male,1411480.49,25,0
23,Male,1755929.89,59,0
41,Female,1407416.06,2,0
44,Male,1327740.13,59,0
48,Female,1478827.55,53,0
64,Male,1248302.82,56,0
32,Female,1750746.46,116,1
22,Female,1697842.46,59,0
57,Male,1322268.37,28,0
65,Female,1224676.44,115,0
37,Male,1530949.65,57,0
51,Female,1745030.51,47,0
45,Female,1793071.66,94,0
60,Male,1493512.49,72,0
51,Female,1676164.14,22,0
47,Female,1468338.96,77,0
61,Female,1383686.84,23,1
69,Female,1635304.06,96,0
43,Male,1410041.53,34,0
53,Male,1420393.56,82,0
20,Female,1352610.76,62,1
58,Female,1565510.4,105,0
19,Female,1275666.84,77,1
66,Female,1614809.29,87,0
57,Male,1436226.51,44,0
67,Female,1445057.27,16,1
54,Male,1491219.02,59,0
32,Male,1498661.36,32,0
63,Male,1542331.19,82,0
60,Female,1551057.89,28,0
45,Male,1487414.92,57,0
28,Male,1730548.81,36,0
59,Female,1729001.44,16,0
46,Male,1526081.25,23,0
69,Female,1331740.31,113,0
63,Female,1219872.65,110,0
49,Male,1558435.03,1,1
43,Male,1320236.11,83,0
18,Female,1763553.92,91,0
68,Male,1242429.76,41,0
60,Male,1337197.73,84,0
43,Male,1518050.64,103,0
68,Male,1357769.45,66,0
56,Male,1631924.48,99,0
27,Male,1521043.28,61,0
62,Female,1513606.76,47,0
27,Female,1330473.96,116,0
21,Male,1085461.62,3,1
43,Male,1631404.42,88,0
28,Male,1522810.79,3,0
19,Female,1838664.14,108,0
22,Male,1442732.38,54,1
28,Female,1473946.08,56,0
69,Male,1464449.16,73,0
27,Male,1386091.96,108,0
46,Female,1683512.91,83,0
41,Male,1298592.33,18,1
35,Female,1461213.96,37,0
47,Male,1336539.24,56,0
66,Female,1246853.07,84,0
63,Male,1505310.41,1,0
39,Male,1161210.14,42,1
66,Female,1394346.53,85,0
39,Female,1628559.51,19,0
20,Female,1688889.62,23,0
64,Male,1573477.63,50,0
27,Female,1563498.92,50,0
24,Male,2101667.0,106,0
63,Female,1874323.14,97,0
59,Male,1718797.4,116,0
34,Male,1748787.86,96,0
29,Male,1532638.68,95,0
54,Male,1646210.82,85,1
57,Female,1836222.79,5,0
60,Male,1480409.3,21,0
45,Female,1379966.56,56,1
23,Male,1554702.86,11,0
38,Female,1424798.68,90,0
52,Female,1424918.34,112,0
31,Female,1649154.14,113,0
40,Male,1363789.13,38,0
22,Female,1798938.35,57,0
44,Male,1284531.34,75,0
38,Female,1602949.21,82,0
23,Male,1278234.96,30,1
28,Female,1679110.46,112,0
57,Male,1568013.72,19,0
69,Female,1320231.08,35,0
39,Male,1520853.16,39,1
33,Female,1444813.82,19,0
49,Female,1573023.2,50,0
45,Female,1281768.5,110,0
50,Male,1194265.95,33,0
50,Male,1553150.95,72,0
28,Female,2008444.28,38,0
18,Female,1431681.8,49,1
23,Female,1555183.8,31,0
51,Male,1511986.93,110,1
61,Male,1516775.13,103,0
54,Female,1342819.35,4,0
47,Female,1556969.09,87,0
69,Male,1742788.34,98,0
66,Male,1031708.44,7,1
38,Female,1664573.03,16,0
23,Female,1260306.81,57,1
19,Female,1484965.65,35,0
69,Female,1257739.86,63,1
43,Male,1217521.2,3,1
67,Male,1315839.96,1,1
31,Male,1538191.16,76,0
63,Female,1180955.21,109,0
22,Male,1857902.88,71,0
48,Female,1815641.45,28,0
37,Female,1333453.89,103,0
37,Male,1360614.82,107,0
23,Male,1590687.34,109,0
60,Female,1350677.11,105,0
61,Female,1241918.06,31,1
37,Male,1276222.39,65,0
21,Male,1541318.95,70,0
38,Male,1407408.72,15,0
29,Female,1548255.84,36,0
64,Male,1212785.14,42,1
36,Male,1358627.29,37,0
46,Female,1288580.56,81,1
24,Male,1469686.68,40,0
36,Female,1515713.26,35,0
61,Female,1332428.51,89,0
39,Male,1609160.29,96,0
65,Male,1731650.09,106,0
34,Female,1707947.89,72,0
21,Male,1135086.35,39,1
23,Female,1454129.9,51,1
20,Female,1554040.48,82,1
40,Male,1307921.63,36,0
39,Female,1641781.25,11,0
61,Female,1517289.86,82,0
57,Male,1665341.85,41,0
55,Female,1652811.11,48,0
62,Male,1044442.43,21,1
50,Female,1510962.61,64,0
20,Male,1484414.5,98,0
57,Male,1621943.94,77,0
63,Male,1679735.89,7,0
32,Male,1436797.47,7,0
32,Male,1668788.52,69,0
64,Male,1675845.29,117,0
25,Male,1634219.65,47,0
30,Male,1736955.01,43,0
26,Male,1235458.1,97,1
49,Female,1416922.79,46,1
28,Male,1460771.74,87,0
32,Female,1594296.07,3,0
26,Male,1665240.79,17,0
31,Male,1427676.29,66,0
44,Female,1733760.33,30,0
21,Male,1499849.53,43,0
48,Female,1644963.25,40,0
31,Female,1715202.89,77,0
68,Male,1780379.25,116,1
50,Male,1377127.29,9,0
62,Female,1526396.24,92,0
68,Female,1686045.04,16,0
32,Male,1174401.85,59,1
53,Male,1143230.3,88,1
65,Female,1327495.76,20,1
64,Male,1700111.28,101,0
39,Male,1314746.21,67,1
40,Male,1583660.87,89,1
31,Female,1333993.55,36,1
52,Female,1640605.21,102,0
34,Female,1640236.49,38,0
20,Male,1608385.05,57,0
24,Male,1640975.46,2,0
20,Male,1758283.84,58,0
42,Male,1443729.46,100,0
39,Male,1195052.33,68,0
48,Female,1727371.3,112,0
33,Female,1719416.35,63,0
52,Female,1878883.27,76,0
26,Male,1507015.03,2,0
58,Male,1940075.49,62,0
61,Male,1591764.21,15,0
42,Female,1662632.7,33,0
61,Female,1420408.32,28,0
24,Female,1280209.54,114,0
55,Female,1443838.0,42,0
